
input\BAIS_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
El24-2013Non-restoration	7994.000	10	46.00000	0	0.00000	1.5220	104.75	0.30036	7.0286	9.06
El24-2014Non-restoration	18500.00	37	46.00000	0	0.00000	7.9840	131.97	1.1410	32.079	36.53
El25-2014Non-restoration	13500.00	27	46.00000	11	48.413	20.594	42.54	24.180	96.931	27.45
El5b-2015Non-restoration	5500.000	11	46.00000	9	97.226	35.818	36.84	51.164	184.76	10.76
El5b-2016Non-restoration	6000.000	12	46.00000	0	0.00000	0.64643	100.18	0.14454	2.8808	12.47
El5b-2016Restoration	3500.000	7	46.00000	0	0.00000	3.6792	100.34	0.72723	18.489	-
ElGr-2014Non-restoration	13500.00	27	46.00000	10	44.012	28.635	65.06	15.990	121.14	26.61
ElGr-2015Non-restoration	13500.00	27	46.00000	4	17.605	10.501	59.65	6.8762	45.072	26.72
ElMu-2014Non-restoration	12000.00	24	46.00000	8	39.611	19.997	50.48	17.528	89.515	23.90
ElMu-2015Non-restoration	12500.00	25	46.00000	17	80.806	15.933	19.72	58.034	112.51	31.32
ElUn-2015Non-restoration	6000.000	12	46.00000	2	19.805	13.424	67.78	6.5791	59.621	11.24
ElUn-2016Non-restoration	6000.000	12	46.00000	0	0.00000	0.77405	100.35	0.17261	3.4467	11.33
Grgz-2015Non-restoration	2500.000	5	46.00000	0	0.00000	2.1033	8.19	22.435	29.367	1636.32
HORM-2015Non-restoration	1500.000	3	46.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	46.00000	0	0.00000	17.744	100.70	3.8836	79.953	10.95
Mim-2014Non-restoration	49000.00	98	46.00000	46	55.778	12.700	22.77	38.424	80.971	118.00
Mim-2015Non-restoration	29500.00	59	46.00000	23	46.324	8.2658	17.84	34.504	62.193	80.65
Mim-2016Non-restoration	39500.00	79	46.00000	62	93.260	15.271	16.37	71.214	122.13	116.05
MIMB-2016Non-restoration	5000.000	10	46.00000	3	35.650	25.484	71.49	11.007	115.46	9.17
MIMB-2016Restoration	5000.000	10	46.00000	1	11.883	11.912	100.24	2.5805	54.723	53.75
PDAl-2014Non-restoration	28000.00	56	46.00000	66	140.05	38.836	27.73	88.907	220.62	62.65
PDAl-2015Non-restoration	28000.00	56	46.00000	13	27.586	8.2339	29.85	16.936	44.933	61.51
PDAl-2016Non-restoration	28000.00	56	46.00000	1	2.1220	2.1271	100.24	0.52585	8.5630	135.37
PDAl-2016Restoration	13500.00	27	46.00000	1	4.4012	4.4118	100.24	1.0617	18.245	27.11
Pena-2015Non-restoration	22500.00	45	46.00000	18	47.533	12.622	26.55	30.695	73.608	50.74
Pena-2016Non-restoration	22500.00	45	46.00000	14	36.970	16.586	44.86	18.017	75.861	46.20
Pena-2016Restoration	18500.00	37	46.00000	0	0.00000	13.407	110.80	2.7490	53.256	139.71
PEPO-2013Non-restoration	2000.000	4	46.00000	0	0.00000	-	-	-	-	-
Robl-2014Non-restoration	1500.000	3	46.00000	2	79.221	39.993	50.48	20.405	307.58	2.08
Robl-2015Non-restoration	2000.000	4	46.00000	0	0.00000	44.826	100.10	6.3233	317.14	-
Robl-2016Non-restoration	2000.000	4	46.00000	0	0.00000	73.852	131.97	8.8764	352.81	3.08
RUBE-2013Non-restoration	2000.000	4	46.00000	0	0.00000	51.863	57.91	25.419	315.57	3.04
SBla-2015Non-restoration	17000.00	34	46.00000	4	13.980	8.3987	60.08	5.4680	35.744	33.91
SLu2-2015Non-restoration	14500.00	29	46.00000	8	32.781	11.863	36.19	18.075	59.452	30.20
SLui-2014Non-restoration	10500.00	21	46.00000	59	333.86	78.509	23.52	224.49	496.52	24.03
SLui-2015Non-restoration	15000.00	30	46.00000	15	59.416	14.275	24.03	39.812	88.673	34.56
SLui-2016Non-restoration	16500.00	33	46.00000	12	43.212	18.031	41.73	21.945	85.085	33.86
SLui-2016Restoration	14500.00	29	46.00000	10	40.976	15.047	36.72	22.408	74.932	30.13
TiVe-2014Non-restoration	14500.00	29	46.00000	0	0.00000	1.8679	42.21	2.2263	8.7972	30.24
TiVe-2015Non-restoration	15000.00	30	46.00000	3	11.883	6.6715	56.14	4.8873	28.893	29.91
VENA-2015Non-restoration	3000.000	6	46.00000	0	0.00000	1.6397	63.53	0.80212	8.3057	131.15

input\BRSP_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	43.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	43.00000	0	0.00000	27.522	44.31	30.510	126.46	45.21
Aguj-2015Non-restoration	22500.00	45	43.00000	1	4.8862	4.8951	100.18	1.2043	19.825	49.53
AT-2014Non-restoration	8450.000	20	43.00000	0	0.00000	0.71030	51.67	0.59337	3.1842	19.52
AT-2015Non-restoration	6000.000	12	43.00000	0	0.00000	1.1114	43.06	1.2339	5.3994	11.44
AT-2016Non-restoration	6000.000	12	43.00000	4	73.294	49.612	67.69	24.364	220.49	11.18
AU-2014Non-restoration	75200.00	114	43.00000	104	152.05	26.206	17.24	114.54	201.82	146.67
AU-2015Non-restoration	24500.00	49	43.00000	4	17.949	8.7571	48.79	8.2732	38.943	49.51
AU-2016Non-restoration	23500.00	47	43.00000	20	93.566	29.501	31.53	55.849	156.75	49.57
AV-2015Non-restoration	21000.00	42	43.00000	1	5.2353	5.2448	100.18	1.2875	21.287	100.22
AV-2016Non-restoration	20500.00	41	43.00000	0	0.00000	2.9054	100.24	0.71185	11.801	42.08
CaJa-2015Non-restoration	6000.000	12	43.00000	1	18.323	18.357	100.18	4.1043	81.804	11.70
CaJa-2016Non-restoration	6000.000	12	43.00000	5	91.617	63.475	69.28	29.806	281.61	11.17
Coy1-2014Non-restoration	7000.000	14	43.00000	20	314.12	116.15	36.98	167.06	590.62	13.72
Coy1-2015Non-restoration	6500.000	13	43.00000	6	101.48	32.231	31.76	58.594	175.77	12.92
Coy1-2016Non-restoration	6500.000	13	43.00000	18	304.45	99.847	32.80	172.78	536.47	12.86
Coy2-2007Non-restoration	4005.000	4	43.00000	2	54.902	31.894	58.09	15.604	193.17	3.07
Coy2-2008Non-restoration	6057.000	6	43.00000	2	36.302	23.161	63.80	11.234	117.31	5.09
Coy2-2009Non-restoration	6032.000	6	43.00000	1	18.226	18.170	99.69	3.4269	96.937	5.08
Coy2-2010Non-restoration	6032.000	6	43.00000	4	72.905	23.646	32.43	38.913	136.59	5.37
Coy2-2011Non-restoration	6032.000	6	43.00000	7	127.58	34.463	27.01	75.590	215.34	5.54
Coy2-2012Non-restoration	6032.000	6	43.00000	1	18.226	18.272	100.25	3.4038	97.595	5.10
Coy2-2013Non-restoration	6032.000	6	43.00000	2	36.452	36.551	100.27	6.8060	195.24	5.04
Coy2-2014Non-restoration	8500.000	17	43.00000	47	607.91	165.79	27.27	381.88	967.71	17.69
Coy2-2015Non-restoration	8500.000	17	43.00000	10	129.34	38.780	29.98	77.688	215.34	17.38
Coy2-2016Non-restoration	10500.00	21	43.00000	4	41.882	24.685	58.94	16.347	107.31	20.43
Dama-2014Non-restoration	10500.00	21	43.00000	1	10.471	10.490	100.18	2.4875	44.074	22.15
Dama-2015Non-restoration	10500.00	21	43.00000	13	136.12	36.446	26.78	86.647	213.83	22.20
Dama-2016Non-restoration	11500.00	23	43.00000	0	0.00000	1.8633	55.65	1.3745	8.1553	22.99
EHpO-2015Non-restoration	19000.00	38	43.00000	6	34.718	13.347	38.44	18.572	64.899	38.90
EHpO-2016Non-restoration	25000.00	50	43.00000	8	35.181	17.175	48.82	16.213	76.341	50.53
EjSP-2015Non-restoration	2000.000	4	43.00000	0	0.00000	12.389	64.35	4.9049	75.559	3.10
EjSP-2016Non-restoration	2000.000	4	43.00000	1	54.970	55.070	100.18	7.7733	388.73	-
EL15-2013Non-restoration	2000.000	4	43.00000	2	109.94	63.820	58.05	31.273	386.50	3.07
EL15-2014Non-restoration	9500.000	19	43.00000	23	266.17	79.747	29.96	160.44	441.58	19.56
EL15-2015Non-restoration	9500.000	19	43.00000	22	254.60	65.338	25.66	164.73	393.50	20.17
EL15-2016Non-restoration	9500.000	19	43.00000	7	81.009	42.188	52.08	34.685	189.20	18.49
El24-2008Non-restoration	5991.000	6	43.00000	0	0.00000	0.64399	99.65	0.12156	3.4355	5.18
El24-2009Non-restoration	5994.000	6	43.00000	0	0.00000	2.1496	100.40	0.40005	11.460	5.66
El24-2010Non-restoration	5994.000	6	43.00000	0	0.00000	0.64671	100.12	0.12081	3.4535	6.09
El24-2011Non-restoration	5994.000	6	43.00000	0	0.00000	9.9308	100.18	1.8543	52.989	5.11
El24-2012Non-restoration	5994.000	6	43.00000	0	0.00000	16.323	100.96	3.0163	86.674	5.18
El24-2013Non-restoration	7994.000	10	43.00000	2	27.506	18.941	68.86	8.7969	86.004	9.14
El24-2014Non-restoration	18500.00	37	43.00000	0	0.00000	7.9840	131.97	1.1410	32.079	36.53
El25-2014Non-restoration	13500.00	27	43.00000	2	16.287	11.336	69.60	5.5789	47.551	26.40
El5b-2015Non-restoration	5500.000	11	43.00000	0	0.00000	35.818	36.84	51.164	184.76	10.76
El5b-2016Non-restoration	6000.000	12	43.00000	0	0.00000	0.64643	100.18	0.14454	2.8808	12.47
El5b-2016Restoration	3500.000	7	43.00000	0	0.00000	3.6792	100.34	0.72723	18.489	-
ElGr-2014Non-restoration	13500.00	27	43.00000	1	8.1437	8.1586	100.18	1.9655	33.742	26.61
ElGr-2015Non-restoration	13500.00	27	43.00000	0	0.00000	10.501	59.65	6.8762	45.072	26.72
ElMu-2014Non-restoration	12000.00	24	43.00000	29	265.69	76.546	28.81	164.04	430.33	25.16
ElMu-2015Non-restoration	12500.00	25	43.00000	28	246.27	37.428	15.20	190.73	317.98	33.83
ElUn-2015Non-restoration	6000.000	12	43.00000	0	0.00000	13.424	67.78	6.5791	59.621	11.24
ElUn-2016Non-restoration	6000.000	12	43.00000	2	36.647	24.806	67.69	12.182	110.24	11.18
Grgz-2015Non-restoration	2500.000	5	43.00000	0	0.00000	2.1033	8.19	22.435	29.367	1636.32
HORM-2015Non-restoration	1500.000	3	43.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	43.00000	3	59.968	31.178	51.99	24.770	145.18	10.28
Mim-2014Non-restoration	49000.00	98	43.00000	0	0.00000	12.700	22.77	38.424	80.971	118.00
Mim-2015Non-restoration	29500.00	59	43.00000	2	7.4536	5.2442	70.36	2.5830	21.509	58.86
Mim-2016Non-restoration	39500.00	79	43.00000	3	8.3499	4.7853	57.31	3.4397	20.270	79.76
MIMB-2016Non-restoration	5000.000	10	43.00000	0	0.00000	25.484	71.49	11.007	115.46	9.17
MIMB-2016Restoration	5000.000	10	43.00000	3	65.964	47.100	71.40	20.377	213.54	9.13
PDAl-2014Non-restoration	28000.00	56	43.00000	111	435.84	94.684	21.72	304.57	623.68	64.59
PDAl-2015Non-restoration	28000.00	56	43.00000	35	137.43	35.771	26.03	89.612	210.75	61.43
PDAl-2016Non-restoration	28000.00	56	43.00000	45	176.69	45.879	25.97	115.33	270.69	61.47
PDAl-2016Restoration	13500.00	27	43.00000	18	146.59	51.918	35.42	81.657	263.15	27.58
Pena-2015Non-restoration	22500.00	45	43.00000	30	146.59	25.776	17.58	109.49	196.26	56.53
Pena-2016Non-restoration	22500.00	45	43.00000	39	190.56	48.573	25.49	125.14	290.20	49.39
Pena-2016Restoration	18500.00	37	43.00000	19	112.91	28.593	25.32	74.212	171.79	40.47
PEPO-2013Non-restoration	2000.000	4	43.00000	4	219.88	220.28	100.18	31.093	1554.9	3.02
Robl-2014Non-restoration	1500.000	3	43.00000	5	366.47	367.14	100.18	32.482	4134.6	2.01
Robl-2015Non-restoration	2000.000	4	43.00000	0	0.00000	44.826	100.10	6.3233	317.14	-
Robl-2016Non-restoration	2000.000	4	43.00000	6	329.82	330.42	100.18	46.640	2332.4	3.02
RUBE-2013Non-restoration	2000.000	4	43.00000	0	0.00000	51.863	57.91	25.419	315.57	3.04
SBla-2015Non-restoration	17000.00	34	43.00000	22	142.28	33.134	23.29	96.572	209.61	37.93
SLu2-2015Non-restoration	14500.00	29	43.00000	22	166.81	25.609	15.35	128.98	215.72	39.17
SLui-2014Non-restoration	10500.00	21	43.00000	44	460.70	148.87	32.31	268.00	791.95	21.47
SLui-2015Non-restoration	15000.00	30	43.00000	13	95.282	23.530	24.69	63.118	143.83	32.81
SLui-2016Non-restoration	16500.00	33	43.00000	33	219.88	72.198	32.84	128.01	377.67	34.28
SLui-2016Restoration	14500.00	29	43.00000	52	394.27	85.328	21.64	274.50	566.31	32.93
TiVe-2014Non-restoration	14500.00	29	43.00000	0	0.00000	1.8679	42.21	2.2263	8.7972	30.24
TiVe-2015Non-restoration	15000.00	30	43.00000	0	0.00000	6.6715	56.14	4.8873	28.893	29.91
VENA-2015Non-restoration	3000.000	6	43.00000	0	0.00000	1.6397	63.53	0.80212	8.3057	131.15

input\CCLO_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	98.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	98.00000	55	275.60	56.478	20.49	196.20	387.13	50.77
Aguj-2015Non-restoration	22500.00	45	98.00000	51	249.88	27.011	10.81	208.88	298.92	86.22
AT-2014Non-restoration	8450.000	20	98.00000	0	0.00000	0.71030	51.67	0.59337	3.1842	19.52
AT-2015Non-restoration	6000.000	12	98.00000	0	0.00000	1.1114	43.06	1.2339	5.3994	11.44
AT-2016Non-restoration	6000.000	12	98.00000	0	0.00000	49.612	67.69	24.364	220.49	11.18
AU-2014Non-restoration	75200.00	114	98.00000	290	425.13	49.955	11.75	350.32	515.90	196.10
AU-2015Non-restoration	24500.00	49	98.00000	17	76.493	17.041	22.28	52.932	110.54	55.19
AU-2016Non-restoration	23500.00	47	98.00000	66	309.61	59.148	19.10	225.57	424.96	55.75
AV-2015Non-restoration	21000.00	42	98.00000	0	0.00000	5.2448	100.18	1.2875	21.287	100.22
AV-2016Non-restoration	20500.00	41	98.00000	0	0.00000	2.9054	100.24	0.71185	11.801	42.08
CaJa-2015Non-restoration	6000.000	12	98.00000	12	220.48	29.989	13.60	174.13	279.17	16.40
CaJa-2016Non-restoration	6000.000	12	98.00000	32	587.95	155.68	26.48	369.85	934.65	12.13
Coy1-2014Non-restoration	7000.000	14	98.00000	0	0.00000	116.15	36.98	167.06	590.62	13.72
Coy1-2015Non-restoration	6500.000	13	98.00000	0	0.00000	32.231	31.76	58.594	175.77	12.92
Coy1-2016Non-restoration	6500.000	13	98.00000	0	0.00000	99.847	32.80	172.78	536.47	12.86
Coy2-2007Non-restoration	4005.000	4	98.00000	0	0.00000	31.894	58.09	15.604	193.17	3.07
Coy2-2008Non-restoration	6057.000	6	98.00000	3	54.601	24.428	44.74	23.234	128.32	5.17
Coy2-2009Non-restoration	6032.000	6	98.00000	4	73.103	46.517	63.63	22.674	235.69	5.08
Coy2-2010Non-restoration	6032.000	6	98.00000	5	91.379	52.752	57.73	31.159	267.99	5.10
Coy2-2011Non-restoration	6032.000	6	98.00000	5	91.379	44.517	48.72	36.265	230.26	5.14
Coy2-2012Non-restoration	6032.000	6	98.00000	1	18.276	18.341	100.35	3.4080	98.006	5.10
Coy2-2013Non-restoration	6032.000	6	98.00000	2	36.552	23.253	63.62	11.340	117.82	5.08
Coy2-2014Non-restoration	8500.000	17	98.00000	1	12.969	12.991	100.17	3.0280	55.551	17.69
Coy2-2015Non-restoration	8500.000	17	98.00000	2	25.939	17.822	68.71	8.7672	76.743	16.23
Coy2-2016Non-restoration	10500.00	21	98.00000	1	10.499	10.517	100.17	2.4945	44.189	20.43
Dama-2014Non-restoration	10500.00	21	98.00000	1	10.499	10.517	100.17	2.4945	44.189	22.15
Dama-2015Non-restoration	10500.00	21	98.00000	1	10.499	10.517	100.17	2.4945	44.189	22.20
Dama-2016Non-restoration	11500.00	23	98.00000	0	0.00000	1.8633	55.65	1.3745	8.1553	22.99
EHpO-2015Non-restoration	19000.00	38	98.00000	30	174.06	17.884	10.27	146.77	206.43	79.14
EHpO-2016Non-restoration	25000.00	50	98.00000	24	105.83	20.104	19.00	77.265	144.96	59.53
EjSP-2015Non-restoration	2000.000	4	98.00000	6	330.72	66.462	20.10	213.12	513.22	3.57
EjSP-2016Non-restoration	2000.000	4	98.00000	6	330.72	263.12	79.56	64.090	1706.6	3.03
EL15-2013Non-restoration	2000.000	4	98.00000	0	0.00000	63.820	58.05	31.273	386.50	3.07
EL15-2014Non-restoration	9500.000	19	98.00000	4	46.417	27.209	58.62	18.106	119.00	18.36
EL15-2015Non-restoration	9500.000	19	98.00000	6	69.625	24.490	35.17	38.575	125.67	19.02
EL15-2016Non-restoration	9500.000	19	98.00000	5	58.021	37.253	64.21	20.966	160.57	18.30
El24-2008Non-restoration	5991.000	6	98.00000	0	0.00000	0.64399	99.65	0.12156	3.4355	5.18
El24-2009Non-restoration	5994.000	6	98.00000	13	239.09	84.627	35.40	120.61	473.97	5.28
El24-2010Non-restoration	5994.000	6	98.00000	13	239.09	88.830	37.15	116.73	489.72	5.25
El24-2011Non-restoration	5994.000	6	98.00000	26	478.19	158.02	33.05	252.10	907.01	5.32
El24-2012Non-restoration	5994.000	6	98.00000	1	18.392	18.412	100.11	3.4398	98.336	5.18
El24-2013Non-restoration	7994.000	10	98.00000	3	41.371	21.341	51.58	17.026	100.53	9.23
El24-2014Non-restoration	18500.00	37	98.00000	61	363.49	82.070	22.58	249.78	528.98	41.24
El25-2014Non-restoration	13500.00	27	98.00000	0	0.00000	11.336	69.60	5.5789	47.551	26.40
El5b-2015Non-restoration	5500.000	11	98.00000	3	60.131	31.246	51.96	24.844	145.54	10.25
El5b-2016Non-restoration	6000.000	12	98.00000	1	18.373	18.404	100.17	4.1158	82.020	12.47
El5b-2016Restoration	3500.000	7	98.00000	0	0.00000	3.6792	100.34	0.72723	18.489	-
ElGr-2014Non-restoration	13500.00	27	98.00000	15	122.49	38.488	31.42	72.670	206.46	27.86
ElGr-2015Non-restoration	13500.00	27	98.00000	13	106.16	22.461	21.16	74.430	151.41	30.37
ElMu-2014Non-restoration	12000.00	24	98.00000	11	101.05	40.196	39.78	52.455	194.68	24.01
ElMu-2015Non-restoration	12500.00	25	98.00000	13	114.65	26.676	23.27	77.549	169.50	27.27
ElUn-2015Non-restoration	6000.000	12	98.00000	6	110.24	43.382	39.35	55.917	217.34	11.49
ElUn-2016Non-restoration	6000.000	12	98.00000	22	404.21	96.244	23.81	266.29	613.56	12.42
Grgz-2015Non-restoration	2500.000	5	98.00000	1	44.096	44.170	100.17	7.4838	259.82	1636.32
HORM-2015Non-restoration	1500.000	3	98.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	98.00000	0	0.00000	31.178	51.99	24.770	145.18	10.28
Mim-2014Non-restoration	49000.00	98	98.00000	160	359.97	40.048	11.13	299.66	432.41	181.40
Mim-2015Non-restoration	29500.00	59	98.00000	56	209.27	14.681	7.02	186.45	234.88	517.22
Mim-2016Non-restoration	39500.00	79	98.00000	79	220.48	31.104	14.11	174.69	278.28	112.62
MIMB-2016Non-restoration	5000.000	10	98.00000	1	22.048	22.085	100.17	4.7892	101.50	9.17
MIMB-2016Restoration	5000.000	10	98.00000	12	264.58	104.02	39.32	132.49	528.34	9.40
PDAl-2014Non-restoration	28000.00	56	98.00000	2	7.8743	7.8875	100.17	1.9527	31.754	55.37
PDAl-2015Non-restoration	28000.00	56	98.00000	11	43.309	13.318	30.75	26.208	71.567	59.11
PDAl-2016Non-restoration	28000.00	56	98.00000	7	27.560	13.925	50.53	12.416	61.177	56.47
PDAl-2016Restoration	13500.00	27	98.00000	30	244.98	70.398	28.74	151.73	395.52	28.24
Pena-2015Non-restoration	22500.00	45	98.00000	10	48.996	17.239	35.19	27.615	86.930	46.48
Pena-2016Non-restoration	22500.00	45	98.00000	43	210.68	59.038	28.02	132.85	334.12	48.01
Pena-2016Restoration	18500.00	37	98.00000	44	262.19	49.072	18.72	191.96	358.11	44.01
PEPO-2013Non-restoration	2000.000	4	98.00000	0	0.00000	220.28	100.18	31.093	1554.9	3.02
Robl-2014Non-restoration	1500.000	3	98.00000	0	0.00000	367.14	100.18	32.482	4134.6	2.01
Robl-2015Non-restoration	2000.000	4	98.00000	0	0.00000	44.826	100.10	6.3233	317.14	-
Robl-2016Non-restoration	2000.000	4	98.00000	0	0.00000	330.42	100.18	46.640	2332.4	3.02
RUBE-2013Non-restoration	2000.000	4	98.00000	0	0.00000	51.863	57.91	25.419	315.57	3.04
SBla-2015Non-restoration	17000.00	34	98.00000	3	19.454	10.944	56.26	8.0139	47.226	33.71
SLu2-2015Non-restoration	14500.00	29	98.00000	3	22.808	12.758	55.94	9.3953	55.370	28.61
SLui-2014Non-restoration	10500.00	21	98.00000	34	356.97	102.42	28.69	220.17	578.76	21.73
SLui-2015Non-restoration	15000.00	30	98.00000	14	102.89	23.757	23.09	69.964	151.31	33.02
SLui-2016Non-restoration	16500.00	33	98.00000	45	300.65	71.872	23.91	201.95	447.61	36.11
SLui-2016Restoration	14500.00	29	98.00000	79	600.62	111.04	18.49	440.57	818.81	34.41
TiVe-2014Non-restoration	14500.00	29	98.00000	15	114.04	40.919	35.88	63.155	205.93	29.52
TiVe-2015Non-restoration	15000.00	30	98.00000	23	169.03	22.523	13.32	135.26	211.24	44.02
VENA-2015Non-restoration	3000.000	6	98.00000	0	0.00000	1.6397	63.53	0.80212	8.3057	131.15

input\CHSP_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	49.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	49.00000	5	32.210	26.506	82.29	9.6193	107.85	43.59
Aguj-2015Non-restoration	22500.00	45	49.00000	4	25.195	12.281	48.74	11.607	54.694	45.76
AT-2014Non-restoration	8450.000	20	49.00000	8	134.18	49.073	36.57	72.866	247.08	20.38
AT-2015Non-restoration	6000.000	12	49.00000	6	141.72	43.804	30.91	82.771	242.67	12.15
AT-2016Non-restoration	6000.000	12	49.00000	11	259.83	83.405	32.10	148.72	453.93	12.06
AU-2014Non-restoration	75200.00	114	49.00000	3	5.6539	3.2410	57.32	2.3363	13.683	116.24
AU-2015Non-restoration	24500.00	49	49.00000	0	0.00000	17.041	22.28	52.932	110.54	55.19
AU-2016Non-restoration	23500.00	47	49.00000	0	0.00000	59.148	19.10	225.57	424.96	55.75
AV-2015Non-restoration	21000.00	42	49.00000	7	47.241	25.607	54.21	20.121	110.92	42.32
AV-2016Non-restoration	20500.00	41	49.00000	0	0.00000	2.9054	100.24	0.71185	11.801	42.08
CaJa-2015Non-restoration	6000.000	12	49.00000	0	0.00000	29.989	13.60	174.13	279.17	16.40
CaJa-2016Non-restoration	6000.000	12	49.00000	0	0.00000	155.68	26.48	369.85	934.65	12.13
Coy1-2014Non-restoration	7000.000	14	49.00000	5	101.23	48.468	47.88	45.391	225.77	13.54
Coy1-2015Non-restoration	6500.000	13	49.00000	11	239.84	96.838	40.38	120.37	477.90	12.71
Coy1-2016Non-restoration	6500.000	13	49.00000	32	697.72	323.82	46.41	318.43	1528.8	12.53
Coy2-2007Non-restoration	4005.000	4	49.00000	0	0.00000	31.894	58.09	15.604	193.17	3.07
Coy2-2008Non-restoration	6057.000	6	49.00000	3	70.195	32.006	45.60	29.488	167.10	5.23
Coy2-2009Non-restoration	6032.000	6	49.00000	0	0.00000	46.517	63.63	22.674	235.69	5.08
Coy2-2010Non-restoration	6032.000	6	49.00000	1	23.495	23.435	99.74	4.4182	124.95	5.10
Coy2-2011Non-restoration	6032.000	6	49.00000	0	0.00000	44.517	48.72	36.265	230.26	5.14
Coy2-2012Non-restoration	6032.000	6	49.00000	1	23.495	23.593	100.42	4.3821	125.98	5.10
Coy2-2013Non-restoration	6032.000	6	49.00000	1	23.495	23.570	100.32	4.3873	125.82	5.08
Coy2-2014Non-restoration	8500.000	17	49.00000	3	50.020	36.498	72.97	16.007	156.31	16.28
Coy2-2015Non-restoration	8500.000	17	49.00000	5	83.367	40.809	48.95	37.188	186.89	16.64
Coy2-2016Non-restoration	10500.00	21	49.00000	4	53.990	31.867	59.02	21.054	138.45	20.54
Dama-2014Non-restoration	10500.00	21	49.00000	2	26.995	18.695	69.25	9.1808	79.376	20.39
Dama-2015Non-restoration	10500.00	21	49.00000	1	13.498	13.529	100.23	3.2054	56.836	22.20
Dama-2016Non-restoration	11500.00	23	49.00000	1	12.324	12.352	100.23	2.9450	51.571	22.99
EHpO-2015Non-restoration	19000.00	38	49.00000	0	0.00000	17.884	10.27	146.77	206.43	79.14
EHpO-2016Non-restoration	25000.00	50	49.00000	1	5.6690	5.6821	100.23	1.4009	22.940	59.53
EjSP-2015Non-restoration	2000.000	4	49.00000	0	0.00000	66.462	20.10	213.12	513.22	3.57
EjSP-2016Non-restoration	2000.000	4	49.00000	0	0.00000	263.12	79.56	64.090	1706.6	3.03
EL15-2013Non-restoration	2000.000	4	49.00000	0	0.00000	63.820	58.05	31.273	386.50	3.07
EL15-2014Non-restoration	9500.000	19	49.00000	1	14.918	14.953	100.23	3.5156	63.306	18.36
EL15-2015Non-restoration	9500.000	19	49.00000	1	14.918	14.953	100.23	3.5156	63.306	19.02
EL15-2016Non-restoration	9500.000	19	49.00000	1	14.918	14.953	100.23	3.5156	63.306	18.30
El24-2008Non-restoration	5991.000	6	49.00000	0	0.00000	0.64399	99.65	0.12156	3.4355	5.18
El24-2009Non-restoration	5994.000	6	49.00000	0	0.00000	84.627	35.40	120.61	473.97	5.28
El24-2010Non-restoration	5994.000	6	49.00000	0	0.00000	88.830	37.15	116.73	489.72	5.25
El24-2011Non-restoration	5994.000	6	49.00000	0	0.00000	158.02	33.05	252.10	907.01	5.32
El24-2012Non-restoration	5994.000	6	49.00000	0	0.00000	18.412	100.11	3.4398	98.336	5.18
El24-2013Non-restoration	7994.000	10	49.00000	0	0.00000	21.341	51.58	17.026	100.53	9.23
El24-2014Non-restoration	18500.00	37	49.00000	4	30.643	30.714	100.23	7.4993	125.21	36.33
El25-2014Non-restoration	13500.00	27	49.00000	3	31.494	23.209	73.69	10.249	96.782	26.45
El5b-2015Non-restoration	5500.000	11	49.00000	0	0.00000	31.246	51.96	24.844	145.54	10.25
El5b-2016Non-restoration	6000.000	12	49.00000	0	0.00000	18.404	100.17	4.1158	82.020	12.47
El5b-2016Restoration	3500.000	7	49.00000	0	0.00000	3.6792	100.34	0.72723	18.489	-
ElGr-2014Non-restoration	13500.00	27	49.00000	7	73.487	39.166	53.30	31.352	172.25	26.87
ElGr-2015Non-restoration	13500.00	27	49.00000	4	41.992	19.953	47.52	19.474	90.550	27.10
ElMu-2014Non-restoration	12000.00	24	49.00000	4	47.241	32.828	69.49	16.125	138.40	23.45
ElMu-2015Non-restoration	12500.00	25	49.00000	4	45.352	21.434	47.26	21.063	97.650	25.02
ElUn-2015Non-restoration	6000.000	12	49.00000	0	0.00000	43.382	39.35	55.917	217.34	11.49
ElUn-2016Non-restoration	6000.000	12	49.00000	0	0.00000	96.244	23.81	266.29	613.56	12.42
Grgz-2015Non-restoration	2500.000	5	49.00000	0	0.00000	44.170	100.17	7.4838	259.82	1636.32
HORM-2015Non-restoration	1500.000	3	49.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
